Brokered by 5 Boro Realty Corp	House for sale	919000	6	3	5400.000000	2911 Avenue D	Brooklyn, NY 11226	2911 Avenue DBrooklyn, NY 11226	United States	New York	Kings County	Brooklyn	Avenue D	2911 Avenue D, Brooklyn, NY 11226, USA	40.64109440	-73.94909310
Brokered by Ernest Chi Real Estate LLC	Co-op for sale	425000	3	2	1150.000000	4705 Henry Hudson Pkwy W Apt 7J	Bronx, NY 10471	4705 Henry Hudson Pkwy W Apt 7JBronx, NY 10471	New York	Bronx County	The Bronx	Hudson Hill	4705	4705 Henry Hudson Pkwy W #7j, Bronx, NY 10471, USA	40.89529140	-73.90893080
Brokered by COMPASS	Townhouse for sale	19995000	6	2	8300.000000	109 Waverly Pl	Manhattan, NY 10011	109 Waverly PlManhattan, NY 10011	United States	New York	New York County	New York	Waverly Place	109 Waverly Pl, New York, NY 10011, USA	40.73263680	-73.99891800
Brokered by Realty Executives LAR Group	Multi-family home for sale	1249000	5	2	2184.207862	2798 Pitkin Ave	Brooklyn, NY 11208	2798 Pitkin AveBrooklyn, NY 11208	United States	New York	Kings County	Brooklyn	Pitkin Avenue	2798 Pitkin Ave, Brooklyn, NY 11208, USA	40.67566430	-73.86871430
Brokered by Douglas Elliman - 936 Broadway	Co-op for sale	799000	2	2	1000.000000	325 E 41st St Apt 509	New York, NY 10017	325 E 41st St Apt 509New York, NY 10017	New York	New York County	New York	Manhattan	325	325 E 41st St Apt 509, New York, NY 10017, USA	40.74902880	-73.97199570
Brokered by Corcoran Park Avenue South	Co-op for sale	475000	1	1	750.000000	100 Remsen St Apt 8K	Brooklyn, NY 11201	100 Remsen St Apt 8KBrooklyn, NY 11201	New York	Kings County	Brooklyn	Brooklyn Heights	100	100 Remsen St #8c, Brooklyn, NY 11201, USA	40.69395820	-73.99436950
Brokered by Keller Williams NYC	Townhouse for sale	3800000	6	4	3340.000000	464 5th St	Brooklyn, NY 11215	464 5th StBrooklyn, NY 11215	United States	New York	Kings County	Brooklyn	5th Street	464 5th St, Brooklyn, NY 11215, USA	40.66941340	-73.98025380
Brokered by KORR REALTY	Co-op for sale	325000	3	1	1200.000000	3021 Avenue Z Apt 2H	Brooklyn, NY 11235	3021 Avenue Z Apt 2HBrooklyn, NY 11235	New York	Kings County	Brooklyn	Sheepshead Bay	3021	3021 Avenue Z #2h, Brooklyn, NY 11235, USA	40.59039700	-73.93592700
Brokered by COMPASS	Condo for sale	1200000	2	2	1200.000000	50 Pine St Apt 8S	Manhattan, NY 10005	50 Pine St Apt 8SManhattan, NY 10005	New York	New York County	New York	Manhattan	50	50 Pine St APT 8N, New York, NY 10005, USA	40.70691340	-74.00857780
Brokered by Corcoran SoHo	House for sale	6975000	2	2	3050.000000	200 Mercer St Apt 5E	New York, NY 10012	200 Mercer St Apt 5ENew York, NY 10012	New York	New York County	New York	Manhattan	200	200 Mercer St #5e, New York, NY 10012, USA	40.72656690	-73.99676090
Brokered by Corcoran Park Avenue South	Condo for sale	1150000	2	2	2184.207862	90 William St Apt 16G	New York, NY 10038	90 William St Apt 16GNew York, NY 10038	New York	New York County	New York	Manhattan	90	90 William St #16g, New York, NY 10038, USA	40.70810410	-74.00747310
Brokered by Corcoran Park Slope	House for sale	2400000	4	4	3424.000000	867 Sterling Pl	Brooklyn, NY 11216	867 Sterling PlBrooklyn, NY 11216	United States	New York	Kings County	Brooklyn	Sterling Place	867 Sterling Pl, Brooklyn, NY 11216, USA	40.67272820	-73.94979620
Brokered by Douglas Elliman  -111 Fifth Ave	Co-op for sale	3500000	4	4	2700.000000	325 W 52nd St Ph G	New York, NY 10019	325 W 52nd St Ph GNew York, NY 10019	United States	New York	New York County	New York	West 52nd Street	325 W 52nd St, New York, NY 10019, USA	40.76411210	-73.98627720
Brokered by Realty Connect USA LLC	House for sale	769000	3	2	2184.207862	8496 Austin St	Kew Gardens, NY 11415	8496 Austin StKew Gardens, NY 11415	United States	New York	Queens County	Queens	Austin Street	84-96 Austin St, Jamaica, NY 11415, USA	40.70610490	-73.82639310
Brokered by Douglas Elliman - 575 Madison Ave	House for sale	2975000	4	4	2968.000000	333 E 91st St Unit 12CD	New York, NY 10128	333 E 91st St Unit 12CDNew York, NY 10128	New York	New York County	New York	Manhattan	333	333 E 91st St #12c, New York, NY 10128, USA	40.78034290	-73.94726600
Brokered by Landmark International R E Llc	Multi-family home for sale	1860000	6	4	2184.207862	149-42 17th Rd	Whitestone, NY 11357	149-42 17th RdWhitestone, NY 11357	United States	New York	Queens County	Queens	17th Road	149-42 17th Rd, Whitestone, NY 11357, USA	40.78328020	-73.81497010
Brokered by Coldwell Banker Reliable	House for sale	4000000	32	12	7188.000000	150 E 105th St	New York, NY 10029	150 E 105th StNew York, NY 10029	United States	New York	New York County	New York	East 105th Street	150 E 105th St, New York, NY 10029, USA	40.79128810	-73.94652150
Brokered by Winzone Realty Inc	Condo for sale	1250000	2	2	1257.000000	131-01 40th Rd Unit 8G	Flushing, NY 11354	131-01 40th Rd Unit 8GFlushing, NY 11354	New York	Queens County	Queens	Flushing	131-01	131-01 40th Rd #8c, Flushing, NY 11354, USA	40.75612130	-73.83680850
Brokered by Keller Williams Realty Greater Nassau	Co-op for sale	220000	1	1	750.000000	245-54 62nd Ave Unit Lower	Little Neck, NY 11362	245-54 62nd Ave Unit LowerLittle Neck, NY 11362	United States	New York	Queens County	Queens	62nd Avenue	245-54 62nd Ave, Douglaston, NY 11362, USA	40.75544790	-73.73196040
Brokered by RE MAX Elite	Multi-family home for sale	1179987	5	4	4143.000000	7069 Amboy Rd	Staten Island, NY 10307	7069 Amboy RdStaten Island, NY 10307	United States	New York	Richmond County	Staten Island	Amboy Road	7069 Amboy Rd, Staten Island, NY 10307, USA	40.51500500	-74.23513500
Brokered by Charles Rutenberg Realty, Inc.	Multi-family home for sale	949000	7	6	3733.000000	1040 Clay Ave	Bronx, NY 10456	1040 Clay AveBronx, NY 10456	United States	New York	Bronx County	The Bronx	Clay Avenue	1040 Clay Ave, Bronx, NY 10456, USA	40.82829870	-73.91272000
Brokered by Coldwell Banker American Homes	House for sale	920000	5	4	2184.207862	468 E 46th St	Brooklyn, NY 11203	468 E 46th StBrooklyn, NY 11203	United States	New York	Kings County	Brooklyn	East 46th Street	468 E 46th St, Brooklyn, NY 11203, USA	40.65028620	-73.93435180
Brokered by All Coast Real Estate LLC	Contingent	699000	3	2	1312.000000	74 Greencroft Ave	Staten Island, NY 10308	74 Greencroft AveStaten Island, NY 10308	United States	New York	Richmond County	Staten Island	Greencroft Avenue	74 Greencroft Ave, Staten Island, NY 10308, USA	40.55135080	-74.13569340
Brokered by The Agency	Co-op for sale	4000000	3	2	2300.000000	52 Riverside Dr Apt 16A	New York, NY 10024	52 Riverside Dr Apt 16ANew York, NY 10024	New York	New York County	New York	Manhattan	52	52 Riverside Dr #16a, New York, NY 10024, USA	40.78404250	-73.98332430
Brokered by Katz Realty	House for sale	649000	3	3	1456.000000	58 Roanoke St	Staten Island, NY 10314	58 Roanoke StStaten Island, NY 10314	United States	New York	Richmond County	Staten Island	Roanoke Street	58 Roanoke St, Staten Island, NY 10314, USA	40.59729830	-74.13472740
Brokered by Corcoran Brooklyn Heights	Condo for sale	1175000	1	2	1070.000000	40 W 55th St Apt 4D	New York, NY 10019	40 W 55th St Apt 4DNew York, NY 10019	New York	New York County	New York	Manhattan	40	40 W 55th St #4d, New York, NY 10019, USA	40.76227320	-73.97671930
Brokered by RE MAX Real Estate Professionals	House for sale	995000	2	2	800.000000	1809 W 3rd St	Brooklyn, NY 11223	1809 W 3rd StBrooklyn, NY 11223	United States	New York	Kings County	Brooklyn	West 3rd Street	1809 W 3rd St, Brooklyn, NY 11223, USA	40.60345400	-73.97566820
Brokered by Corcoran Williamsburg Driggs	Condo for sale	1595000	3	2	1375.000000	149 Dupont St Apt 3	Brooklyn, NY 11222	149 Dupont St Apt 3Brooklyn, NY 11222	New York	Kings County	Brooklyn	Greenpoint	149	149 Dupont St #3, Brooklyn, NY 11222, USA	40.73619910	-73.95387160
Brokered by Brown Harris Stevens	Co-op for sale	435000	3	1	2184.207862	110 Thompson St Apt 2E	Manhattan, NY 10012	110 Thompson St Apt 2EManhattan, NY 10012	New York	New York County	New York	Manhattan	110	110 Thompson St #2a, New York, NY 10012, USA	40.72573580	-74.00175750
Brokered by Katz Realty	House for sale	649000	3	3	1456.000000	58 Roanoke St	Staten Island, NY 10314	58 Roanoke StStaten Island, NY 10314	United States	New York	Richmond County	Staten Island	Roanoke Street	58 Roanoke St, Staten Island, NY 10314, USA	40.59729830	-74.13472740
Brokered by RE MAX Real Estate Professionals	House for sale	995000	2	2	800.000000	1809 W 3rd St	Brooklyn, NY 11223	1809 W 3rd StBrooklyn, NY 11223	United States	New York	Kings County	Brooklyn	West 3rd Street	1809 W 3rd St, Brooklyn, NY 11223, USA	40.60345400	-73.97566820
Brokered by Holly's Staten Island Buzz Realty Inc.	Condo for sale	1338000	3	2	2082.000000	90 Bay Street Lndg Apt 8G	Staten Island, NY 10301	90 Bay Street Lndg Apt 8GStaten Island, NY 10301	New York	Richmond County	Staten Island	Mid Island	90	90 Bay Street Landing #8g, Staten Island, NY 10301, USA	40.64036560	-74.07375740
Brokered by Weichert, Realtors - Larchmont	House for sale	499000	2	2	1146.000000	4302 Boyd Ave	Bronx, NY 10466	4302 Boyd AveBronx, NY 10466	United States	New York	Bronx County	The Bronx	Boyd Avenue	4302 Boyd Ave, Bronx, NY 10466, USA	40.89551540	-73.85107540
Brokered by Prospes Real Estate Corp	Multi-family home for sale	2280000	6	5	2184.207862	40-18 190th St	Flushing, NY 11358	40-18 190th StFlushing, NY 11358	United States	New York	Queens County	Queens	190th Street	40-18 190th St, Flushing, NY 11358, USA	40.76037340	-73.79181780
Brokered by Instahomes Realty LLC	House for sale	660000	3	2	2184.207862	949 Schenck Ave	Brooklyn, NY 11207	949 Schenck AveBrooklyn, NY 11207	United States	New York	Kings County	Brooklyn	Schenck Avenue	949 Schenck Ave, Brooklyn, NY 11207, USA	40.65742590	-73.88080770
Brokered by RE MAX Edge	Co-op for sale	349000	2	1	800.000000	3235 Emmons Ave Apt 625	Brooklyn, NY 11235	3235 Emmons Ave Apt 625Brooklyn, NY 11235	New York	Kings County	Brooklyn	Sheepshead Bay	3235	3235 Emmons Ave Apt 625, Brooklyn, NY 11235, USA	40.58443990	-73.93161160
Brokered by Douglas Elliman - 575 Madison Ave	House for sale	14750000	6	6	8790.000000	7 E 69th St	New York, NY 10021	7 E 69th StNew York, NY 10021	United States	New York	New York County	New York	East 69th Street	7 E 69th St, New York, NY 10021, USA	40.77031190	-73.96735400
Brokered by Re/Max Edge	House for sale	160000	2	1	900.000000	2701 Goethals Rd N Apt D4	Staten Island, NY 10303	2701 Goethals Rd N Apt D4Staten Island, NY 10303	United States	New York	Richmond County	Staten Island	2701	2701 Goethals Rd N d4, Staten Island, NY 10303, USA	40.62817570	-74.17972340
Brokered by Nest Seekers International, Midtown	Condo for sale	12500000	4	4	3550.000000	100 Vandam St Apt 6A	New York, NY 10013	100 Vandam St Apt 6ANew York, NY 10013	New York	New York County	New York	Manhattan	100	100 Vandam St #6a, New York, NY 10013, USA	40.72663270	-74.00883210
Brokered by Ilite Realty Inc	Condo for sale	370000	3	1	462.000000	1657 E 19th St Apt 8B	Brooklyn, NY 11229	1657 E 19th St Apt 8BBrooklyn, NY 11229	New York	Kings County	Brooklyn	Homecrest	1657	1657 E 19th St #8b, Brooklyn, NY 11229, USA	40.60963650	-73.95441490
Brokered by COMPASS	Co-op for sale	600000	1	1	715.000000	545 W 111th St Apt 2H	Manhattan, NY 10025	545 W 111th St Apt 2HManhattan, NY 10025	New York	New York County	New York	Manhattan	545	545 W 111th St #2b, New York, NY 10025, USA	40.80436920	-73.96440800
Brokered by Corcoran Park Avenue South	Condo for sale	1950000	2	2	1000.000000	200 E 89th St Apt 42B	New York, NY 10128	200 E 89th St Apt 42BNew York, NY 10128	New York	New York County	New York	Manhattan	200	200 E 89th St APT 42B, New York, NY 10128, USA	40.78050980	-73.95239920
Brokered by Douglas Elliman - 575 Madison Ave	Co-op for sale	2000000	3	2	1800.000000	239 E 79th St Apt 8F	New York, NY 10075	239 E 79th St Apt 8FNew York, NY 10075	New York	New York County	New York	Manhattan	239	239 E 79th St #8f, New York, NY 10075, USA	40.77378820	-73.95514360
Brokered by Voro Llc	Multi-family home for sale	1250828	7	2	2184.207862	59-43 Madison St	Ridgewood, NY 11385	59-43 Madison StRidgewood, NY 11385	United States	New York	Queens County	Queens	Madison Street	59-43 Madison St, Flushing, NY 11385, USA	40.70638040	-73.90097490
Brokered by RE MAX Real Estate Professionals	House for sale	1149000	4	3	1800.000000	284 Sullivan Pl	Brooklyn, NY 11225	284 Sullivan PlBrooklyn, NY 11225	United States	New York	Kings County	Brooklyn	Sullivan Place	284 Sullivan Pl, Brooklyn, NY 11225, USA	40.66446290	-73.95174500
Brokered by BESMATCH REAL ESTATE	Co-op for sale	329999	2	1	950.000000	880 Boynton Ave Apt 18F	Bronx, NY 10473	880 Boynton Ave Apt 18FBronx, NY 10473	New York	Bronx County	The Bronx	East Bronx	880	880 Boynton Ave #18f, Bronx, NY 10473, USA	40.82142060	-73.87597850
Brokered by Brown Harris Stevens Forest Hills LLC	Co-op for sale	390000	2	1	1100.000000	112-50 78th Ave Unit 2J	Queens, NY 11375	112-50 78th Ave Unit 2JQueens, NY 11375	United States	New York	Queens County	Queens	78th Avenue	112-50 78th Ave, Forest Hills, NY 11375, USA	40.71556540	-73.83111460
Brokered by COMPASS	Co-op for sale	400000	3	1	2184.207862	2025 Broadway Apt 17G	Manhattan, NY 10023	2025 Broadway Apt 17GManhattan, NY 10023	New York	New York County	New York	Manhattan	2025	2025 Broadway #17g, New York, NY 10023, USA	40.77707460	-73.98247490
Brokered by Bo's Prime Realty	Co-op for sale	239000	1	1	700.000000	150 W End Ave Apt 1J	Brooklyn, NY 11235	150 W End Ave Apt 1JBrooklyn, NY 11235	New York	Kings County	Brooklyn	Manhattan Beach	150	150 West End Ave #1j, Brooklyn, NY 11235, USA	40.57825360	-73.95347850
Brokered by Signature Premier Properties	Multi-family home for sale	1188888	4	2	2184.207862	132-14 Horace Harding Expy	Flushing, NY 11367	132-14 Horace Harding ExpyFlushing, NY 11367	United States	New York	Queens County	Queens	Horace Harding Expressway	132-14 Horace Harding Expy, Flushing, NY 11367, USA	40.74274920	-73.83330910
Brokered by COMPASS	Condo for sale	18500000	4	4	4856.000000	73 Wooster St # A	Manhattan, NY 10012	73 Wooster St # AManhattan, NY 10012	United States	New York	New York County	New York	Wooster Street	73 Wooster St, New York, NY 10012, USA	40.72388680	-74.00215410
Brokered by Mjr Real Estate Llc	Co-op for sale	567000	3	2	2184.207862	97-37 63 Rd Unit 3E	Rego Park, NY 11374	97-37 63 Rd Unit 3ERego Park, NY 11374	New York	Queens County	Queens	Rego Park	97-37	97-37 63rd Rd #3e, Rego Park, NY 11374, USA	40.73189580	-73.85996450
Brokered by COMPASS	Condo for sale	8900000	5	5	4297.000000	200 W End Ave	Manhattan, NY 10023	200 W End AveManhattan, NY 10023	United States	New York	New York County	New York	West End Avenue	200 West End Ave, New York, NY 10023, USA	40.77796120	-73.98545930
Brokered by RE/MAX Team	Co-op for sale	189000	3	1	2184.207862	90-11 35 Ave Unit 1H	Jackson Heights, NY 11372	90-11 35 Ave Unit 1HJackson Heights, NY 11372	New York	Queens County	Queens	Jackson Heights	9011	9011 35th Ave Apt 1f, Jackson Heights, NY 11372, USA	40.75256990	-73.87724000
Brokered by Keller Williams Rlty Landmark	House for sale	985000	3	2	2184.207862	82-61 172nd St	Jamaica, NY 11432	82-61 172nd StJamaica, NY 11432	United States	New York	Queens County	Queens	172nd Street	82-61 172nd St, Jamaica, NY 11432, USA	40.71813510	-73.79346140
Brokered by COMPASS	Co-op for sale	839000	3	2	1120.000000	447 Fort Washington Ave Apt 44	Manhattan, NY 10033	447 Fort Washington Ave Apt 44Manhattan, NY 10033	New York	New York County	New York	Manhattan	447	447 Fort Washington Ave Apt 44, New York, NY 10033, USA	40.85010590	-73.93878570
Brokered by Corcoran East Side	Co-op for sale	995000	3	2	2184.207862	455 E 51st St # 4F	New York, NY 10022	455 E 51st St # 4FNew York, NY 10022	New York	New York County	New York	Manhattan	455	455 E 51st St #4f, New York, NY 10022, USA	40.75400960	-73.96374660
Brokered by Erealty Advisors, Inc	Condo for sale	1439000	4	2	1625.000000	800 Bedford Ave Unit 4	Brooklyn, NY 11205	800 Bedford Ave Unit 4Brooklyn, NY 11205	New York	Kings County	Brooklyn	Bedford-Stuyvesant	800	800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA	40.69725840	-73.95699970
Brokered by East Coast REALTORS Inc	Co-op for sale	379000	2	1	900.000000	144-40 71 Ave Unit 2	Kew Gardens Hills, NY 11367	144-40 71 Ave Unit 2Kew Gardens Hills, NY 11367	New York	Queens County	Queens	Flushing	144-40	144-40 71st Ave #2, Flushing, NY 11367, USA	40.72827640	-73.82088470
Brokered by Corcoran East Side	Co-op for sale	3195000	4	4	2184.207862	425 E 63rd St	New York, NY 10065	425 E 63rd StNew York, NY 10065	United States	New York	New York County	New York	East 63rd Street	425 E 63rd St, New York, NY 10065, USA	40.76171850	-73.95871330
Brokered by Erealty Advisors, Inc	Condo for sale	1439000	4	2	1625.000000	800 Bedford Ave Unit 4	Brooklyn, NY 11205	800 Bedford Ave Unit 4Brooklyn, NY 11205	New York	Kings County	Brooklyn	Bedford-Stuyvesant	800	800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA	40.69725840	-73.95699970
Brokered by Werba Realty Llc	Multi-family home for sale	1245000	5	2	1800.000000	64-56 Woodbine St	Ridgewood, NY 11385	64-56 Woodbine StRidgewood, NY 11385	United States	New York	Queens County	Queens	Woodbine Street	64-56 Woodbine St, Ridgewood, NY 11385, USA	40.70858810	-73.89343550
Brokered by COMPASS	Townhouse for sale	1995000	4	4	2184.207862	1069 Lincoln Pl	Brooklyn, NY 11213	1069 Lincoln PlBrooklyn, NY 11213	United States	New York	Kings County	Brooklyn	Lincoln Place	1069 Lincoln Pl, Brooklyn, NY 11213, USA	40.67042900	-73.94111410
Brokered by OneSpace Realty Group LLC	Multi-family home for sale	365000	4	3	1600.000000	148 Brighton Ave	Staten Island, NY 10301	148 Brighton AveStaten Island, NY 10301	United States	New York	Richmond County	Staten Island	Brighton Avenue	148 Brighton Ave, Staten Island, NY 10301, USA	40.63528880	-74.09061600
Brokered by Corcoran Long Island City	Condo for sale	950000	2	2	1025.000000	1215 Broadway Apt 320	Queens, NY 11106	1215 Broadway Apt 320Queens, NY 11106	United States	New York	Queens County	Queens	Broadway	12-15 Broadway, Long Island City, NY 11106, USA	40.76691310	-73.93428930
Brokered by Corcoran Chelsea/Flatiron	House for sale	4195000	6	6	2184.207862	9 Clinton St	New York, NY 10002	9 Clinton StNew York, NY 10002	United States	New York	New York County	New York	Clinton Street	9 Clinton St, New York, NY 10002, USA	40.72108450	-73.98423970
Brokered by John Edwards Real Estate, Inc.	Condo for sale	209000	1	1	658.000000	1594 Unionport Rd Apt 2A	Bronx, NY 10462	1594 Unionport Rd Apt 2ABronx, NY 10462	New York	Bronx County	The Bronx	Parkchester	1594	1594 Unionport Rd #2a, Bronx, NY 10462, USA	40.83910030	-73.85666910
Brokered by Real Broker LLC	Pending	1390000	5	4	1992.000000	1429 Avenue H	Brooklyn, NY 11230	1429 Avenue HBrooklyn, NY 11230	United States	New York	Kings County	Brooklyn	Avenue H	1429 Avenue H, Brooklyn, NY 11230, USA	40.63020660	-73.96227200
Brokered by COMPASS	Condo for sale	8250000	6	6	3920.000000	306 Mott St Unit Phtriplex	Manhattan, NY 10012	306 Mott St Unit PhtriplexManhattan, NY 10012	United States	New York	New York County	New York	Mott Street	306 Mott St, New York, NY 10012, USA	40.72500220	-73.99386110
Brokered by Remax Edge - RE/MAX EDGE	Co-op for sale	429000	2	1	850.000000	9411 Shore Rd Unit Lf	Brooklyn, NY 11209	9411 Shore Rd Unit LfBrooklyn, NY 11209	United States	New York	Kings County	Brooklyn	Shore Road	9411 Shore Rd, Brooklyn, NY 11209, USA	40.61762300	-74.03863700
Brokered by Douglas Elliman - 575 Madison Ave	House for sale	950000	1	1	2184.207862	310 E 46th St Apt 17H	New York, NY 10017	310 E 46th St Apt 17HNew York, NY 10017	New York	New York County	New York	Manhattan	310	310 E 46th St #17h, New York, NY 10017, USA	40.75191800	-73.96983350
Brokered by TALK OF THE TOWN REALTY C	House for sale	699000	3	3	2835.000000	4716 Avenue H	Brooklyn, NY 11234	4716 Avenue HBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	Avenue H	4716 Avenue H, Brooklyn, NY 11234, USA	40.63248110	-73.93067780
Brokered by Coldwell Banker Reliable	Condo for sale	450000	1	1	724.000000	2120 Ocean Ave Apt 5B	Brooklyn, NY 11229	2120 Ocean Ave Apt 5BBrooklyn, NY 11229	New York	Kings County	Brooklyn	Homecrest	2120	2120 Ocean Ave #5b, Brooklyn, NY 11229, USA	40.61006900	-73.95374780
Brokered by RELIABLE SELL & BUY REALTY INC	House for sale	1190000	4	2	1500.000000	2330 E 15th St	Brooklyn, NY 11229	2330 E 15th StBrooklyn, NY 11229	United States	New York	Kings County	Brooklyn	East 15th Street	2330 E 15th St, Brooklyn, NY 11229, USA	40.59351380	-73.95567120
Brokered by COMPASS	Co-op for sale	2995000	2	2	2184.207862	10 Park Ave Ph 25A	Manhattan, NY 10016	10 Park Ave Ph 25AManhattan, NY 10016	New York	New York County	New York	Manhattan	10	10 Park Ave # 25e, New York, NY 10016, USA	40.74744210	-73.98132210
Brokered by Keller Williams Realty Greater Nassau	Condo for sale	349980	3	1	2184.207862	150-38 Union Tpke Unit 8L	Flushing, NY 11367	150-38 Union Tpke Unit 8LFlushing, NY 11367	New York	Queens County	Queens	Flushing	150-38	150-38 Union Tpke #8c, Flushing, NY 11367, USA	40.71877280	-73.81116800
Brokered by Homes R Us Realty of NY, Inc.	Contingent	339000	1	1	693.000000	4219 Amboy Rd Unit 4A	Staten Island, NY 10308	4219 Amboy Rd Unit 4AStaten Island, NY 10308	New York	Richmond County	Staten Island	Great Kills	4219	4219 Amboy Rd #4a, Staten Island, NY 10308, USA	40.54752950	-74.15686540
Brokered by Panache Realty Co	House for sale	649000	3	2	1257.000000	287 E 34th St	Brooklyn, NY 11203	287 E 34th StBrooklyn, NY 11203	United States	New York	Kings County	Brooklyn	East 34th Street	287 E 34th St, Brooklyn, NY 11203, USA	40.64992150	-73.94537340
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage	Co-op for sale	4695000	3	4	2600.000000	1100 Park Ave # 11C	New York, NY 10128	1100 Park Ave # 11CNew York, NY 10128	New York	New York County	New York	Manhattan	1100	1100 Park Ave #11c, New York, NY 10128, USA	40.78243950	-73.95616480
Brokered by Exp Realty	Co-op for sale	189999	1	1	2184.207862	32-30 93rd St Unit A7	East Elmhurst, NY 11369	32-30 93rd St Unit A7East Elmhurst, NY 11369	New York	Queens County	Queens	East Elmhurst	3230	3230 93rd St Apt A7, East Elmhurst, NY 11369, USA	40.75867990	-73.87550000
Brokered by Exp Realty	Co-op for sale	189999	1	1	2184.207862	32-30 93rd St Unit A7	East Elmhurst, NY 11369	32-30 93rd St Unit A7East Elmhurst, NY 11369	New York	Queens County	Queens	East Elmhurst	3230	3230 93rd St Apt A7, East Elmhurst, NY 11369, USA	40.75867990	-73.87550000
Brokered by TALK OF THE TOWN REALTY C	House for sale	699000	3	3	2835.000000	4716 Avenue H	Brooklyn, NY 11234	4716 Avenue HBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	Avenue H	4716 Avenue H, Brooklyn, NY 11234, USA	40.63248110	-73.93067780
Brokered by Keller Williams Realty Greater Nassau	Condo for sale	349980	3	1	2184.207862	150-38 Union Tpke Unit 8L	Flushing, NY 11367	150-38 Union Tpke Unit 8LFlushing, NY 11367	New York	Queens County	Queens	Flushing	150-38	150-38 Union Tpke #8c, Flushing, NY 11367, USA	40.71877280	-73.81116800
Brokered by Re/Max Elite	House for sale	399888	3	4	1613.000000	765 E 224th St	Bronx, NY 10466	765 E 224th StBronx, NY 10466	United States	New York	Bronx County	The Bronx	East 224th Street	765 E 224th St, Bronx, NY 10466, USA	40.88658940	-73.85850380
Brokered by CENTURY 21 Zaloom Realty	Pending	1199900	4	4	2393.000000	251 Wilson Ave	Staten Island, NY 10308	251 Wilson AveStaten Island, NY 10308	United States	New York	Richmond County	Staten Island	Wilson Avenue	251 Wilson Ave, Staten Island, NY 10308, USA	40.54777740	-74.16022500
Brokered by COMPASS	Condo for sale	1395000	3	4	2472.000000	52 Convent Ave Unit 1C	Manhattan, NY 10027	52 Convent Ave Unit 1CManhattan, NY 10027	New York	New York County	New York	Manhattan	52	52 Convent Ave #1c, New York, NY 10027, USA	40.81508120	-73.95331780
Brokered by TREE OF LIFE REALTY & MANAGEMENT LLC	House for sale	2759000	6	6	2184.207862	163 Whitman Dr	Brooklyn, NY 11234	163 Whitman DrBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	Whitman Drive	163 Whitman Dr, Brooklyn, NY 11234, USA	40.60937110	-73.90256930
Brokered by Brown Harris Stevens	Condo for sale	2995000	4	3	2135.000000	303 W 113th St Unit 2	Manhattan, NY 10026	303 W 113th St Unit 2Manhattan, NY 10026	New York	New York County	New York	Manhattan	303	303 W 113th St #2, New York, NY 10026, USA	40.80289200	-73.95715400
Brokered by Brown Harris Stevens W Hampton	Co-op for sale	399000	1	1	2184.207862	102-10 66th Rd Unit 14A	Forest Hills, NY 11375	102-10 66th Rd Unit 14AForest Hills, NY 11375	New York	Queens County	Queens	Flushing	102-10	102-10 66th Rd #14a, Flushing, NY 11375, USA	40.72825860	-73.85132510
Brokered by Douglas Elliman  -111 Fifth Ave	Multi-family home for sale	16995000	5	4	4230.000000	31 Grove St	New York, NY 10014	31 Grove StNew York, NY 10014	United States	New York	New York County	New York	Grove Street	31 Grove St, New York, NY 10014, USA	40.73282570	-74.00488530
Brokered by Corcoran Chelsea/Flatiron	Co-op for sale	650000	2	1	1060.000000	860 W 181st St Apt 56	New York, NY 10033	860 W 181st St Apt 56New York, NY 10033	New York	New York County	New York	Manhattan	860	860 W 181st St Apt 56, New York, NY 10033, USA	40.85116160	-73.94084720
Brokered by TALK OF THE TOWN REALTY C	House for sale	2599000	4	3	3510.000000	2634 National Dr	Brooklyn, NY 11234	2634 National DrBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	National Drive	2634 National Dr, Brooklyn, NY 11234, USA	40.60639140	-73.90201810
Brokered by COMPASS	Townhouse for sale	1195000	4	2	2625.000000	449 Classon Ave	Brooklyn, NY 11238	449 Classon AveBrooklyn, NY 11238	United States	New York	Kings County	Brooklyn	Classon Avenue	449 Classon Ave, Brooklyn, NY 11238, USA	40.68539600	-73.95906100
Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC	House for sale	1288000	3	2	1188.000000	340 86th St	Brooklyn, NY 11209	340 86th StBrooklyn, NY 11209	United States	New York	Kings County	Brooklyn	86th Street	340 86th St, Brooklyn, NY 11209, USA	40.62293770	-74.02989470
Brokered by Corcoran Williamsburg Bedford	Condo for sale	2099000	2	2	1447.000000	79 Bridge St Apt 5C	Brooklyn, NY 11201	79 Bridge St Apt 5CBrooklyn, NY 11201	New York	Kings County	Brooklyn	Downtown Brooklyn	79	79 Bridge St #5c, Brooklyn, NY 11201, USA	40.70190450	-73.98442360
